SAITE,klase,tēma,nodarbība,aktivitāte,Nosaukums,Apraksts,Resursa veids,Video ilgums ,Resursa avots,SKOLA2030 VĒRTĪBAS,SKOLA2030 tikumi,e-TAP vērtības,e-TAP tikumi,citi komentāri
https://www.youtube.com/watch?v=0I8IbjXe5EM,5. klase,Sociālie tīkli,1. nodarbība: Palikt drošībā,Ierosme. Tests ,Videoblogs - Sociālie tīkli.,Ierosme. Tests ,"Video - intervija, saruna
;",10,nakotnesparks blogs,cieņa; kultūra ,atbildība; gudrība; mērenība ,cieņa; atbildība; miers; saskaņa ,kritiskā spriestspēja; attapība; pašvadība ,
https://www.youtube.com/watch?v=gqhqhzwcFow ,6. klase,Kiberterorizēšana,1. nodarbība: Kas ir kiberterorizēšana,Ierosme,Kā atpazīt vardarbību internetā?,Ierosme,"Video - dokumentāla filma
;",2,VBTAI,dzīvība (veselība); cieņa ,mērenība; gudrība; taisnīgums ,atbildība; cieņa; cilvēks kā persona ,kritiskā spriestspēja; attapība ,
https://drossinternets.lv/lv/info/emocionala-pazemosana,6. klase,Kiberterorizēšana,2. nodarbība: Kā reaģēt?,1. aktivitāte. Tikumi un kiberterorizēšana.,Emocionāla pazemošana,1. aktivitāte. Tikumi un kiberterorizēšana.,Raksts;,3,Latvijas Drošāka interneta centrs,dzīvība (veselība); cieņa ,drosme; atbildība; laipnība ,rūpes; atbildība; cilvēks kā persona ,kritiskā spriestspēja; draudzīgums; izpalīdzība ,
https://literatura.lv/lv/person/Anna-Irbe/1473554,6. klase,Nauda,1. nodarbība: Vēlmes un vajadzības,3. aktivitāte. Cilvēks - morālā autoritāte,Anna Irbe,3. aktivitāte. Cilvēks - morālā autoritāte,Biogrāfija;,5,LU LFMI,kultūra; Latvijas valsts ,gudrība ,cilvēks kā persona; brīvība; rūpes ,līdzjūtība; pašiniciatīva; atvērtība jaunajam; apņēmīgums; pazemība ,
https://lv.wikipedia.org/wiki/Anna_Irbe ,6. klase,Nauda,1. nodarbība: Vēlmes un vajadzības,3. aktivitāte. Cilvēks un morālā autoritāte,Anna Irbe,3. aktivitāte. Cilvēks un morālā autoritāte,Biogrāfija;,3,Vikipēdija,kultūra; Latvijas valsts ,gudrība ,cilvēks kā persona; brīvība; rūpes ,līdzjūtība; pašiniciatīva; atvērtība jaunajam; apņēmīgums; pazemība ,
https://www.vestnesis.lv/ta/id/18374 ,6. klase,Nauda,1. nodarbība: Vēlmes un vajadzības,3. aktivitāte. Cilvēks-morālā autoritāte ,Latviešu pēdas rīta zemē Indijā. Reiz un tagad.,3. aktivitāte. Cilvēks-morālā autoritāte ,Biogrāfija;,4,Latvijas Vēstnesis,kultūra; Latvijas valsts ,gudrība ,cilvēks kā persona; rūpes; brīvība ,līdzjūtība; pašiniciatīva; atvērtība jaunajam; apņēmīgums; pazemība ,
https://likumi.lv/ta/id/275061-brivpratiga-darba-likums,7. klase,Brīvprātīgais darbs,1. nodarbība: Kāpēc jāveic brīvprātīgais darbs?,3. aktivitāte. Tava kopiena ,Brīvprātīgā darba likums,3. aktivitāte. Tava kopiena ,Likums;,5,Latvijas Vēstnesis,brīvība; darbs; Latvijas valsts ,atbildība; godīgums; centība ,cieņa; brīvība; atbildība ,pašiniciatīva; atvērtība jaunajam; apņēmīgums ,
http://abjc.lv/?page_id=48,7. klase,Brīvprātīgais darbs,1. nodarbība: Kāpēc jāveic brīvprātīgais darbs?,3. aktivitāte. Tava kopiena ,Kas ir brīvprātīgais darbs?,3. aktivitāte. Tava kopiena ,Raksts;,2,Alūksnes Bērnu un jauniešu centrs,brīvība; darbs; Latvijas valsts ,centība; atbildība ,atbildība ,pašiniciatīva; apņēmīgums; atvērtība jaunajam ,
https://www.redcross.lv/jauniesi/kas-mes-esam/,7. klase,Brīvprātīgais darbs,2. nodarbība: Kā brīvprātīgais darbs var mani pilnveidot?,1. aktivitāte. Jaunatnes sociālā darbība ,Latvijas Sarkanā Krusta Jaunatne,1. aktivitāte. Jaunatnes sociālā darbība ,"Mājas lapa
;Video - dokumentāla filma
;",3,Latvijas Sarkanais Krusts,brīvība; darbs ,atbildība; drosme; centība ,atbildība; brīvība ,izpalīdzība; pašiniciatīva; atvērtība jaunajam; apņēmīgums; līdzdalīgums ,
https://www.youtube.com/watch?v=t5jl1cD1zLE&ab_channel=LatgalesRegionalaTV,7. klase,Brīvprātīgais darbs,2. nodarbība: Kā brīvprātīgais darbs var mani pilnveidot?,2. aktivitāte. Cilvēks-morālā autoritāte ,Gada brīvprātīgais 2015 – radošā apvienība jauniešiem “TREPES”,2. aktivitāte. Cilvēks-morālā autoritāte ,Video - ziņu sižets;,2,Latvijas reģionālā televīzija,darbs; Latvijas valsts ,laipnība; atbildība ,rūpes; cieņa; atbildība ,izpalīdzība; empātija; dāsnums; pašiniciatīva; apņēmīgums ,
https://www.laikmetazimes.lv/2015/05/11/alberts-sveicers-1dala-filozofs-teologs-humanists/,7. klase,Brīvprātīgais darbs,2. nodarbība: Kā brīvprātīgais darbs var mani pilnveidot?,2. aktivitāte. Cilvēks-morālā autoritāte ,Laikmeta zīmes,2. aktivitāte. Cilvēks-morālā autoritāte ,Biogrāfija;,2,Laikmeta zīmes,darbs; ģimene ,atbildība; centība; drosme; gudrība ,cilvēks kā persona; rūpes; atbildība; patiesība; harmonija ,izpalīdzība; līdzjūtība; dāsnums; pašiniciatīva; neatlaidība (noturība); apņēmīgums; atklātība ,
https://www.youtube.com/watch?v=TsVSUMr2TAY&ab_channel=PuMPuRS ,7. klase,Konfliktu risināšana,1. nodarbība: Kā rodas konflikti?,1. aktivitāte. Konflikta kāpinātājs ,PuMPuRS. 8. filma. Konflikti skolā. Šajā filmā uzzināsi - kas ir konflikts un kā to risināt!,1. aktivitāte. Konflikta kāpinātājs ,"Video - dokumentāla filma
;",7,Pumpurs,cieņa; darbs; ģimene ,tolerance; laipnība; savaldība ,cilvēks kā persona; cieņa; saskaņa; patiesība; atbildība ,empātija; draudzīgums; atklātība; izpalīdzība; pašiniciatīva; kritiskā spriestspēja ,
https://www.youtube.com/watch?v=oU2d1R0Xcpk,7. klase,Konfliktu risināšana,2. nodarbība: Kā konflikti var mainīt sabiedrību?,2. aktivitāte: Tautu varonība ,Baltijos kelias / Baltijas ceļš / Balti kett (1989),2. aktivitāte: Tautu varonība ,Video - dokumentālie kadri;,1,(Ieteikumu nav) privāts profils,brīvība; Latvijas valsts ,solidaritāte; drosme ,brīvība; mīlestība; miers; saskaņa ,apņēmīgums; neatlaidība (noturība) ,
https://www.youtube.com/watch?v=UKtdBAJGK9I,7. klase,Konfliktu risināšana,2. nodarbība: Kā konflikti var mainīt sabiedrību?,2. aktivitāte: Tautu varonība ,"Atmostas Baltija, Bunda Jau Baltija, Ärgake Baltimaad, Baltic states, wake up",2. aktivitāte: Tautu varonība ,"Video - dziesma
;",3,(Ieteikumu nav) privāts profils ,brīvība; Latvijas valsts ,solidaritāte; drosme ,mīlestība; brīvība; miers; saskaņa ,apņēmīgums; neatlaidība (noturība) ,
https://manadrosiba.lv/wp-content/uploads/2019/06/e-forma_14plus_alkoholsm.png,7. klase,Narkotikas alkohols,1. nodarbība: Saprātīga izvēle,2. aktivitāte. Narkotiku kaitīgā ietekme ,Alkohols,2. aktivitāte. Narkotiku kaitīgā ietekme ,"Attēls / plakāts
;",2,Valsts policija,dzīvība (veselība) ,atbildība; gudrība; savaldība ,atbildība ,kritiskā spriestspēja ,
https://manadrosiba.lv/wp-content/uploads/2019/06/e-forma_14plus_narkotikasm.png,7. klase,Narkotikas alkohols,1. nodarbība: Saprātīga izvēle,2. aktivitāte. Narkotiku kaitīgā ietekme ,Narkotikas,2. aktivitāte. Narkotiku kaitīgā ietekme ,"Attēls / plakāts
;",2,Valsts policija,dzīvība (veselība) ,atbildība; gudrība; savaldība ,atbildība ,kritiskā spriestspēja ,
https://likumi.lv/ta/id/176425-alkohola-narkotisko-psihotropo-vai-toksisko-vielu-ietekmes-parbaudes-kartiba,7. klase,Narkotikas alkohols,1. nodarbība: Saprātīga izvēle,,"Alkohola, narkotisko, psihotropo vai toksisko vielu ietekmes pārbaudes kārtība",,MK noteikumi;,5,Latvijas Vēstnesis,dzīvība (veselība); Latvijas valsts ,atbildība; godīgums ,cilvēks kā persona; atbildība; patiesība ,kritiskā spriestspēja ,
https://www.youtube.com/watch?v=8yfG0-F5kE8,7. klase,Narkotikas alkohols,2. nodarbība: Ieradumi,2. aktivitāte. Cilvēks-morālā autoritāte ,Filma par priesteri Mariušu Kempu | 2009,2. aktivitāte. Cilvēks-morālā autoritāte ,"Video - dokumentāla filma
;",25,Vertikāle,kultūra; brīvība ,drosme ,rūpes; mīlestība; patiesība; harmonija ,līdzjūtība; pateicīgums; pazemība; pašiedziļināšanās ,
http://www.esibrivs.lv/lv/tests/identifikacijas_tests,7. klase,Narkotikas alkohols,2. nodarbība: Ieradumi,Ierosme. Tests par atkarību un alkoholu ,Alkohola lietošanas traucējumu identifikācijas tests ,Ierosme. Tests par atkarību un alkoholu ,Tests;,5,"Biedrība ""Esi brīvs""",dzīvība (veselība) ,savaldība; mērenība ,atbildība ,kritiskā spriestspēja; pašiedziļināšanās; atklātība ,
http://www.esibrivs.lv/lv/tests/cik_lidzatkarigs_tu_esi,7. klase,Narkotikas alkohols,2. nodarbība: Ieradumi,Ierosme. Tests par atkarību un alkoholu ,Cik līdzatkarīgs tu esi?,Ierosme. Tests par atkarību un alkoholu ,Tests;,5,"Biedrība ""Esi brīvs""",dzīvība (veselība) ,godīgums ,cilvēks kā persona; patiesība; atbildība ,atklātība; pašiedziļināšanās; kritiskā spriestspēja ,
https://www.skolanakotnei.lv/,7. klase,Viltus ziņas,1. nodarbība: Kas ir viltus ziņas?,3. aktivitāte. Viltus ziņu atpazīšana ,Solve for Tomorrow,3. aktivitāte. Viltus ziņu atpazīšana ,"Mājas lapa
;",5,Samsung Electronics Baltics,dzīvība (veselība); ģimene; darbs ,atbildība; mērenība; gudrība ,rūpes; atbildība; saskaņa ,līdzdalīgums; spēja sadarboties; kritiskā spriestspēja; pašiniciatīva ,
https://lvportals.lv/norises/287732-demokratija-un-viltus-zinas-2017,7. klase,Viltus ziņas,2. nodarbība: Kas padara ziņu patērētāju tikumīgu?,3. aktivitāte. Domāšanas jautājumi ,Demokrātija un viltus ziņas,3. aktivitāte. Domāšanas jautājumi ,Raksts;,3,Latvijas Vēstnesis,brīvība; Latvijas valsts ,gudrība; atbildība ,atbildība; patiesība ,zinātkāre; kritiskā spriestspēja; attapība ,
https://fotokvartals.lv/2021/05/26/viss-attela-del-ka-vara-iznicina-zurnalistiku-baltkrievija/,7. klase,Viltus ziņas,2. nodarbība: Kas padara ziņu patērētāju tikumīgu?,5. aktivitāte. Cilvēks-morālā autoritāte ,“Viss attēla dēļ”. Kā vara iznīcina žurnālistiku Baltkrievijā,5. aktivitāte. Cilvēks-morālā autoritāte ,Blogs;,3,Foto kvartāls,brīvība; darbs ,taisnīgums; godīgums; drosme ,brīvība; atbildība; patiesība ,atklātība ,
https://www.youtube.com/watch?v=Mo-e3OWmIC0&ab_channel=4studija ,8. klase,Fiziskā veselība,1. nodarbība: Uzturs,1. aktivitāte. Videoklips ,Ātri pagatavojamās nūdeles izraisa atkarību un ietekmē potenci,1. aktivitāte. Videoklips ,"Video - dokumentāla filma
;",4, 4 studija,dzīvība (veselība) ,atbildība ,rūpes; atbildība ,kritiskā spriestspēja ,
https://www.youtube.com/watch?v=xA9c7Odf1ss,8. klase,Fiziskā veselība,2. nodarbība: Fiziskās aktivitātes,2. aktivitāte. Kā tu sporto? ,Video padoms - fiziskās aktivitātes vecuma grupā no 14 līdz 35 gadiem,2. aktivitāte. Kā tu sporto? ,"Video - intervija, saruna
;",5, Slimību profilakses un kontroles centrs,dzīvība (veselība) ,atbildība; mērenība ,rūpes; atbildība; harmonija ,pašiniciatīva; neatlaidība (noturība) ,
https://www.youtube.com/watch?v=W3bc3tVs54k,8. klase,Fiziskā veselība,2. nodarbība: Fiziskās aktivitātes,4. aktivitāte. Laura Ikauniece ,Laura Ikauniece atgriežas daudzcīņā,4. aktivitāte. Laura Ikauniece ,"Video - intervija, saruna
;",8,Sporta Studija,dzīvība (veselība); darbs; Latvijas valsts ,atbildība; centība; drosme; mērenība ,cilvēks kā persona; rūpes; atbildība; patiesība; harmonija ,pārliecinātība; neatlaidība (noturība); apņēmīgums; kritiskā spriestspēja ,
https://www.youtube.com/watch?v=cdVmPxd4Br8,8. klase,Fiziskā veselība,3. nodarbība: Miegs,4. aktivitāte. Sagatavo raidierakstu ,Kā nepareizs miegs var sagraut tavu veselību?,4. aktivitāte. Sagatavo raidierakstu ,"Video - dokumentāla filma
;",25,Raidījums ''VeseLīga'',dzīvība (veselība) ,atbildība; mērenība ,rūpes; atbildība; miers ,kritiskā spriestspēja ,
https://www.youtube.com/watch?v=2EcMtHQ6K5U,8. klase,Tava nākotne,1. nodarbība: Laba dzīve,3. aktivitāte.  “Labas dzīves” izpratne,Tiecības. Operdziedātāja Marina Rebeka. Par labā pārsvaru pār ļauno pasaulē.,3. aktivitāte.  “Labas dzīves” izpratne,"Video - dokumentāla filma
;",4, Katoļu baznīcas informācijas aģentūra,brīvība ,gudrība ,cilvēks kā persona; mīlestība; brīvība; patiesība; harmonija ,pateicīgums; pārliecinātība; pašiedziļināšanās; atklātība ,
https://www.youtube.com/watch?v=hOc7hdMYh6E,8. klase,Tava nākotne,1. nodarbība: Laba dzīve,3. aktivitāte.  “Labas dzīves” izpratne , Laba dzīve un jēga. Kārlis Freibergs. Eksperimentālās sarunas,3. aktivitāte.  “Labas dzīves” izpratne ,"Video - intervija, saruna
;",9, Eksperimentālās sarunas,brīvība ,atbildība; godīgums; gudrība ,cilvēks kā persona; rūpes; atbildība; patiesība; harmonija ,pašiniciatīva; pārliecinātība; kritiskā spriestspēja; atklātība ,
https://www.youtube.com/watch?v=GBnGnbp7vlo,8. klase,Tava nākotne,2. nodarbība: Kas tevi dzīvē sagaida?,3. aktivitāte – otrs variants. Apstākļi un dzīve ,"RAIMONDS PAULS. Par slavu, sievu, politiku, šlāgeri, ordeņiem, taksistu, uztraukumu, dzeršanu, tautu",3. aktivitāte – otrs variants. Apstākļi un dzīve ,"Video - intervija, saruna
;",46,Rezervēts,dzīvība (veselība); ģimene; darbs; Latvijas valsts; kultūra ,drosme ,cilvēks kā persona; brīvība; patiesība ,pārliecinātība; pašiedziļināšanās; atklātība ,
https://dieviete.lv/zinas/izklaide/143359-macibas-opra-vinfrija/,8. klase,Tava nākotne,2. nodarbība: Kas tevi dzīvē sagaida?,3. aktivitāte. Apstākļi un dzīve ,"Sešas dzīves mācības, ko cilvēkiem sniedz Opra Vinfrija",3. aktivitāte. Apstākļi un dzīve ,Raksts;,4,www.dieviete.lv,dzīvība (veselība) ,drosme; mērenība; godīgums; centība ,rūpes; harmonija; atbildība ,pateicīgums; pārliecinātība; atvērtība jaunajam; neatlaidība (noturība) ,
https://42money.ru/lv/domashnijj-ochag/opra-uinfri-mirovaya-zvezda-televideniya-istorii-uspeha.html,8. klase,Tava nākotne,2. nodarbība: Kas tevi dzīvē sagaida?,3. aktivitāte. Apstākļi un dzīve ,Opra Vinfrija ir pasaules  mēroga televīzijas zvaigzne. Veiksmes stāsti.,3. aktivitāte. Apstākļi un dzīve ,Biogrāfija;,4,"Psiholoģija, nauda, ​​valsts. Neidentificēts. Internets. Ģimene un bērni",dzīvība (veselība); darbs; ģimene ,centība; drosme ,cilvēks kā persona; brīvība; atbildība ,pateicīgums; pašiniciatīva; pārliecinātība; atvērtība jaunajam; neatlaidība (noturība); atklātība ,
https://www.youtube.com/watch?v=o4AUaPhB1_k&ab_channel=L%C4%81smaReimane,8. klase,Tehnoloģijas,1. nodarbība: Gudra tehnoloģiju izmantošana,1. aktivitāte. Ko tehnoloģijas mums nodara? ,Jaunieši un modernās tehnoloģijas,1. aktivitāte. Ko tehnoloģijas mums nodara? ,"Video - YouTube kanāls
;",2,(Ieteikumu nav) privātais profils,dzīvība (veselība) ,mērenība ,atbildība ,kritiskā spriestspēja; pašvadība ,
https://www.youtube.com/watch?v=KWNr6VroF1w,8. klase,Tehnoloģijas,1. nodarbība: Gudra tehnoloģiju izmantošana,1. aktivitāte. Ko tehnoloģijas mums nodara? ,HomoTabletis,1. aktivitāte. Ko tehnoloģijas mums nodara? ,"Video - multiplikācijas īsfilma
;",3,Centrs Dardedze,dzīvība (veselība) ,mērenība ,atbildība; saskaņa; rūpes ,kritiskā spriestspēja ,
https://satori.lv/article/zalgalvja-7-serija-dzive-digitalaja-troksni?fbclid=IwAR20dZeHjpAixCbQwJvxfbqxt_va_NiUt0bAI4HXiob4HmfjnhQeB-xt9eQ.,8. klase,Tehnoloģijas,2. nodarbība: Pozitīvas tiešsaistes reputācijas veidošana,1. aktivitāte. Reputācija tiešsaistē ,"""Zaļgalvja"" 7. sērija: dzīve digitālajā troksnī",1. aktivitāte. Reputācija tiešsaistē ,"Video - dokumentāla filma
;",14,Satori,dzīvība (veselība) ,atbildība; mērenība ,atbildība; daba; harmonija ,kritiskā spriestspēja; pārliecinātība; neatlaidība (noturība) ,
https://pusaudzim.lv/    ,8. klase,Veselīgas attiecības,1. nodarbība: Emocionālā veselība,4. aktivitāte. Labklājības forums , Pusaudžu e-resursu centrs,4. aktivitāte. Labklājības forums ,"Mājas lapa
;",2,Pusaudžu e-resursu centrs,dzīvība (veselība) ,drosme ,cilvēks kā persona; rūpes; patiesība; miers ,pašiniciatīva; atvērtība jaunajam; atklātība ,
https://www.skalbes.lv/,8. klase,Veselīgas attiecības,1. nodarbība: Emocionālā veselība,4. aktivitāte. Labklājības forums ,"Krīžu un konsultāciju centrs ""Skalbes""",4. aktivitāte. Labklājības forums ,"Mājas lapa
;",3,"Krīžu un konsultāciju centrs ""Skalbes""",dzīvība (veselība); darbs ,drosme ,cilvēks kā persona; rūpes; miers; patiesība ,pašiniciatīva; atvērtība jaunajam; atklātība ,
https://www.facebook.com/watch/?v=294471068505733,9. klase,Garīgā veselība,2. nodarbība: Pašcieņa,3. aktivitāte. Liecības ,"""Dzīvei nav melnraksta"" : Gatis Caunītis",3. aktivitāte. Liecības ,"Video - intervija, saruna
;",8,LTV Ziņu dienests ,dzīvība (veselība); brīvība ,drosme; godīgums ,cilvēks kā persona; brīvība; patiesība ,pateicīgums; apņēmīgums; pazemība ,
https://www.lsm.lv/raksts/zinas/latvija/datorspelu-razotaji-izmanto-pat-azartspelu-biznesa-elementus-sankciju-nav.a297493/ ,9. klase,Tiešsaistes atkarības,1. nodarbība: Tiešsaistes azartspēles un atkarība,2. aktivitāte. Atkarība ,Aizliegtais paņēmiens. Operācija: «Fortnite»,2. aktivitāte. Atkarība ,"Video - dokumentāla filma
;",5,LTV,dzīvība (veselība) ,mērenība; atbildība; gudrība ,atbildība ,kritiskā spriestspēja; pašvadība; attapība ,
https://www.facebook.com/watch/?v=530748801616981,9. klase,Veselīgas attiecības,1. nodarbība: Pārvarēt sēras,4. aktivitāte. Inese Prisjolkova - alternatīva,"""Dzīvei nav melnraksta"". Anete Bendika",4. aktivitāte. Inese Prisjolkova - alternatīva,"Video - intervija, saruna
;",16,LTV Ziņu dienests ,dzīvība (veselība); ģimene ,atbildība; drosme ,rūpes; mīlestība; atbildība ,atklātība; apņēmīgums; neatlaidība (noturība) ,
https://www.filmas.lv/movie/1338/,9. klase,Veselīgas attiecības,2. nodarbība: Eksistenciālie jautājumi,"4. aktivitāte. Kas ietekmē, nosaka, palīdz izdarīt izšķirošas izvēles? ",Nāves ēnā,"4. aktivitāte. Kas ietekmē, nosaka, palīdz izdarīt izšķirošas izvēles? ",Video - mākslas filma;,10,Rīgas kinostudija,dzīvība (veselība); kultūra ,drosme ,atbildība ,pārliecinātība ,
https://www.jw.org/lv/b%C4%ABbeles-m%C4%81c%C4%ABbas/jaunie%C5%A1iem/anim%C4%81cija-video/nepadodies-vienaud%C5%BEu-spiedienam/,9. klase,Veselīgas attiecības,3. nodarbība: Vienaudžu izdarītais spiediens,2. aktivitāte. Nepakļaušanās vienaudžu izdarītajam spiedienam ,Nepadodies vienaudžu spiedienam!,2. aktivitāte. Nepakļaušanās vienaudžu izdarītajam spiedienam ,"Video - multiplikācijas īsfilma
;",4,Jehovas liecinieki,dzīvība (veselība); brīvība ,drosme; godīgums; atbildība ,cilvēks kā persona; rūpes; atbildība; brīvība; miers ,pārliecinātība; neatlaidība (noturība); kritiskā spriestspēja; atklātība ,
http://www.kvk.lv/mate-tereze-no-kalkutas-1910-1997/,9. klase,Veselīgas attiecības,3. nodarbība: Vienaudžu izdarītais spiediens,4. aktivitāte. Kā veidojas ļaužu interese par ievērojamām personībām? (ieteicamais laiks 10-15 min.),Māte Terēze no Kalkutas (1910–1997),4. aktivitāte. Kā veidojas ļaužu interese par ievērojamām personībām? (ieteicamais laiks 10-15 min.),Biogrāfija;,5,Kristīgās vadības koledža,cieņa; brīvība ,gudrība; laipnība; līdzcietība ,cilvēks kā persona; rūpes; mīlestība; miers ,dāsnums; pateicīgums; pazemība ,
https://www.youtube.com/watch?v=gBIKAkLttNE&ab_channel=VinetaV%C4%ABtola,Pirmsskola (5 gadi),Ģimene,1. nodarbība: Mana ģimene,1. aktivitāte. Kādi cilvēki ir tavā ģimenē?,Pirkstu ģimene,1. aktivitāte. Kādi cilvēki ir tavā ģimenē?,"Video - dziesma
;",2,www.dziesmasberniem.lv ,ģimene ,laipnība ,mīlestība ,pateicīgums ,
https://pasakas.nn.lv/pasakas/literaras_pasakas/d/draudzibas_speks/,Pirmsskola (5 gadi),Jūtas ,3. nodarbība: Nepatīkamas jūtas,Kopīgā noslēguma apspriede.  Stāstu grāmata.,"Dzirdas Rinkules Zemzares pasaka ""Draudzības spēks""",Kopīgā noslēguma apspriede.  Stāstu grāmata.,Mājas lapa - audio pasaka;,3,pasakas.nn.lv,cieņa ,laipnība; drosme; gudrība ,rūpes; saskaņa; daba ,izpalīdzība; līdzjūtība; pateicīgums; spēja sadarboties ,
https://www.youtube.com/watch?v=oHrOBTGI1xs&ab_channel=DrogasLatvija,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,1. aktivitāte. Roku mazgāšana.,Mācību video par pareizu roku mazgāšanu,1. aktivitāte. Roku mazgāšana.,Video - mācību īsfilma;,2,Drogas Latvija,dzīvība (veselība) ,atbildība; centība ,rūpes; atbildība ,pašiniciatīva; pašvadība ,
https://youtu.be/Jv_r5QdW5RA,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,1. aktivitāte. Roku mazgāšana.,Kā pareizi mazgāt rokas?,1. aktivitāte. Roku mazgāšana.,Video - mācību īsfilma.;,2,LTV ziņu dienests,dzīvība (veselība) ,atbildība ,atbildība ,pašiniciatīva; pašvadība ,
https://www.youtube.com/watch?v=T6iR7LG33tw&t=8s&ab_channel=Slim%C4%ABbuprofilaksesunkontrolescentrs,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,1. aktivitāte. Roku mazgāšana.,Mistera Ziepiņa roku mazgāšanas dziesmiņa,1. aktivitāte. Roku mazgāšana.,"Video - dziesma
;",2,SPKC,dzīvība (veselība) ,centība; atbildība ,rūpes; atbildība ,pašvadība; līdzdalīgums ,
https://www.delfi.lv/calis/enciklopedija/kapec-biezi-jamazga-rokas-uzskatams-fizikas-eksperiments-berniem.d?id=51968575  ,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,1. aktivitāte. Roku mazgāšana.,Kāpēc bieži jāmazgā rokas? Uzskatāms fizikas eksperiments bērniem ,1. aktivitāte. Roku mazgāšana.,Video - eksperiments.;,1,www.delfi.lv,dzīvība (veselība) ,centība; gudrība ,atbildība ,atvērtība jaunajam; radošums; pašvadība ,
https://bernistaba.lsm.lv/zime/kraso/kategorijas/47,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,2. aktivitāte. Dalīšanās ar zināšanām.,Zīmē. Higiēna. ,2. aktivitāte. Dalīšanās ar zināšanām.,"Tiešsaistes spēle - cits
;",0,LSM Bērnistaba,dzīvība (veselība) ,centība ,rūpes; atbildība ,radošums; apņēmīgums; pašiedziļināšanās ,
https://www.youtube.com/watch?v=vDlFPEoCnRo&ab_channel=Slim%C4%ABbuprofilaksesunkontrolescentrs ,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,Ierosme. Baktērijas.,Par Janča punci un tīrām rokām,Ierosme. Baktērijas.,"Video - multiplikācijas īsfilma
;",4,SPKC,dzīvība (veselība) ,gudrība; centība ,atbildība; rūpes ,pašiniciatīva; pašvadība ,
http://www.mazgarokas.lv,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,Kolēģu komentāri - tēmas papildināšanai,Mazgā rokas pareizi - 8 roku mazgāšanas soļi,Kolēģu komentāri - tēmas papildināšanai,"Video - dziesma
;Mājas lapa
;",0,mazgarokas.lv,ģimene; dzīvība (veselība) ,centība; atbildība ,atbildība ,apņēmīgums; čaklums ,
https://bernistaba.lsm.lv/speles/atminas/variants/164-ievero-higienu,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,,Ievēro higiēnu - atmiņas spēle,,"Tiešsaistes spēle - cits
;",0,LSM bērnistaba ,dzīvība (veselība) ,gudrība ,pacietība ,zinātkāre; pašvadība ,
https://www.youtube.com/watch?v=vm5fhXa-30Q,Pirmsskola (5 gadi),Mana veselība,2. nodarbība: Veselīgs uzturs,Tikumu praktizēšanas iespējas,Ģimenes dienu veselīgās uzkodas,Tikumu praktizēšanas iespējas,"Video - YouTube kanāls
;",4,Rimi Latvija,dzīvība (veselība) ,centība ,rūpes; atbildība ,pašvadība; pašiniciatīva ,
https://www.esparveselibu.lv/sites/default/files/2019-12/VeselsBerns_web_0.pdf ,Pirmsskola (5 gadi),Mana veselība,2. nodarbība: Veselīgs uzturs,Tikumu praktizēšanas iespējas,Informatīvs materiāls izglītības iestāžu pedagogiem par veselības izglītības jautājumiem no 1. līdz 6. klasei,Tikumu praktizēšanas iespējas,Informatīvs materiāls izglītības iestāžu pedagogiem;,0,Veselības ministrija,dzīvība (veselība) ,gudrība; mērenība ,atbildība ,pašiniciatīva; pārliecinātība; neatlaidība (noturība) ,
https://www.youtube.com/watch?v=2uNKxfe8dGk&ab_channel=Slim%C4%ABbuprofilaksesunkontrolescentrs,Pirmsskola (5 gadi),Mana veselība,3. nodarbība: Fiziskās aktivitātes ,"Kolēģu ieteiktie materiāli, kas noder nodarbības papildināšanai.",Veselība ir kustībā! Fiziskās aktivitātes 3-5 gadu vecumā,"Kolēģu ieteiktie materiāli, kas noder nodarbības papildināšanai.","Video - ieteikumi, pamācība vecākiem;",3,SPKC,dzīvība (veselība) ,centība; atbildība ,rūpes; cilvēks kā persona ,neatlaidība (noturība); apņēmīgums; līdzdalīgums ,
https://www.vugd.gov.lv/lv/profesijas-valsts-ugunsdzesibas-un-glabsanas-dienesta ,Pirmsskola (5 gadi),Palīdzība,1. nodarbība: Kurš var mums palīdzēt?,Papildmateriāli,Profesijas Valsts ugunsdzēsības un glābšanas dienestā,Papildmateriāli,Prezentācija / darba lapas;,0,VUGD,dzīvība (veselība) ,atbildība; drosme; savaldība ,atbildība ,pārliecinātība; pašvadība; atbildība ,
